Date,GDP_mp,GVA_bp,indir_net_tax,C,C_np,G,I_gcf,I_inven,I_acq,dom_DEM,EX,IM,CPI_index,China_CPI_imf,NORW_CPI_imf,SWISS_CPI_imf,UK_CPI_imf,USA_CPI_imf,EURO_CPI_imf,Foreign_CPI_imf,BOE_rate,gilt_5y,GBP_EER,IM_defl,Unemp_rate,dummy_2020Q2,dummy_2020Q3,post_covid,energy_cpi,w_sale_elec_ppkWh,dual_price_cap_GBPpm,I_total,dlog_GDP_mp,dlog_GVA_bp,dlog_indir_net_tax,dlog_C,dlog_C_np,dlog_I_total,dlog_G,dlog_EX,dlog_IM,dlog_CPI_index,dlog_Foreign_CPI_imf,dlog_UK_CPI_imf,dlog_IM_defl,dlog_energy_cpi,d_BOE_rate,d_gilt_5y,d_Unemp_rate,dlog_w_sale,dlog_cap,d_mkt_spr,real_BOE_r,dlog_NX,Y_GAP,U_GAP,r_star,R_GAP,lead_Y_gap,lead_pi,lag_U_gap,lag_BOE,lag_Y_gap,lead_R_gap,lag_R_gap,wealth_eff,q_infl,annual_infl_pct,Infl_dev,reer_comp,log_reer,rer_gap,zlb_dummy,zlb_interaction,lag_rer_gap
1999 Q4,473892,425797,48054,280651,10704,89800,75564,5435,1052,465400,118821,112129,72.5,80.7787397572615,80.28232739118631,90.81485174821968,80.93212502311818,77.16689864124807,80.41015729854517,79.59662343665082,5.4048,6.1127,100.5375,61.1,5.8,0,0,0,48.26700898587933,NA,NA,82051,0.01596368605499343,0.016428359098302536,0.011743046809849389,0.008300851624744254,0.014681234894831974,0.06974965591223636,0.0010361713840776332,0.016410502848698272,0.020479576937816546,0.5532517569725393,0.00557662230185052,0.004580860048966073,0.16380020042383592,0.8010723746078696,0.3393999999999995,0.27139999999999986,-0.10000000000000053,0,0,-0.06799999999999962,3.191792972109843,-0.4069074089118274,0.46483552605052153,0.05275081665933046,0.8018906462083853,2.3899023259014576,1.0094394016239112,-0.5532517569725393,0.054630612538308226,5.0654,-0.34318654691570466,7.291742355278181,5.359326244945956,0.008300851624744254,0.005532517569725698,2.213007027890279,0.21300702789027914,102.22435535833468,4.627169960125023,2.094859946007027,0,-0,0.43437287506805156
2000 Q1,480212,430764,49411,284274,10709,89286,78702,3874,509,470599,121073,113296,72.1,81.8465590616067,81.15102705637501,91.32030847654448,80.78416867024227,77.93123004617327,80.9219591632219,80.2910060902875,5.8672,6.2041,102.2035,61.8,5.8,0,0,0,48.39537869062901,NA,NA,83085,0.013248225430102067,0.0115976694575739,0.027847692901309173,0.012826657245264883,4.670060328653136e-4,0.012523175000913156,-0.00574027463218485,0.018775510482345936,0.01035386869632049,-0.5532517569725393,0.008685938009804772,-0.0018298266770768734,1.1391498286095647,0.2656044058116702,0.4624000000000006,0.09140000000000015,0,0,0,-0.37100000000000044,8.080207027890157,0.8421641786025447,1.0094394016239112,0.14711879525410865,0.788464672611976,7.291742355278181,0.9571492602275349,0.8287340248569919,0.05275081665933046,5.4048,0.46483552605052153,1.9110157792704314,2.3899023259014576,0.012826657245264883,-0.0055325175697257785,-2.2130070278903116,-4.213007027890312,102.83125327144026,4.6330893269665,2.601352561542366,0,-0,2.094859946007027
2000 Q2,483672,434327,49313,287388,10884,91962,83313,-3292,366,473997,124993,116898,72.7,80.38972667727943,81.76635598588368,91.5770223681578,81.5239504346218,78.75670796349247,81.4122868237863,80.63620535637334,6,5.8512,100.9823,62,5.5,0,0,0,47.496790757381255,NA,NA,80387,0.007179317970706478,0.008237330285126632,-0.0019853334992365745,0.010894657335688507,0.016209311502262125,-0.033011708584030686,0.029530747568855986,0.03186406626814886,0.03129789678238737,0.8287340248569919,0.004290135800397721,0.0091158334080097,0.3231020581446309,-1.8742181809740632,0.13279999999999959,-0.3529,-0.2999999999999998,0,0,-0.4856999999999996,2.6850639005720325,0.056616948576149184,0.9571492602275349,-0.06268484460381779,0.77404812130160106,1.9110157792704314,0.8051995148287581,0,0.14711879525410865,5.8672,1.0094394016239112,5.240805446543143,7.291742355278181,0.010894657335688507,0.008287340248570507,3.314936099428203,1.3149360994282029,102.0940405564785,4.625894354774433,1.8237268131157016,0,-0,2.601352561542366
2000 Q3,486617,437292,49294,290894,11032,92728,77774,5022,541,478764,125648,119292,72.7,80.11376962899986,82.01972672156369,91.85158092588892,81.5239504346218,79.38345971553113,81.90261448435072,81.05938515984411,6,5.7308,99.3371,63.3,5.3,0,0,0,47.753530166880616,NA,NA,83337,0.00607037499850982,0.006803457558280712,-3.853681834993239e-4,0.01212572052412142,0.013506319570000258,0.03604015665701965,0.008295028341619215,0.005226610898276363,0.020272509326202837,0,0.005234289547436433,0,2.075094410503908,0.5390848634876377,0,-0.12040000000000006,-0.20000000000000018,0,0,-0.12040000000000006,6,-1.5045898427926474,0.8051995148287581,-0.1771714450879605,0.7591945534568574,5.240805446543143,0.6500220356714035,0.685403642779292,-0.06268484460381779,6,0.9571492602275349,2.5139629713281355,1.9110157792704314,0.01212572052412142,0,0,-2,99.90641800143952,4.604233927849588,-0.3756999786924632,0,-0,1.8237268131157016
2000 Q4,489506,440400,49078,293325,11029,92470,80494,-2600,264,483091,128491,123310,73.2,81.53003379331868,82.77983892860374,92.24898557665502,82.04179766968743,79.81148530228923,82.37504697482154,81.6508021449475,6,5.4054,100.1377,63.2,5.2,0,0,0,48.39537869062901,NA,NA,78158,0.005919353269153049,0.007082240674280982,-0.004391500572008766,0.00832226966579519,-2.719731669902359e-4,-0.06416020935536615,-0.002786208996896633,0.022374516339411343,0.033127240864430973,0.685403642779292,0.007269607385477883,0.006331997637507136,-0.15810279973189623,1.3351333174864255,0,-0.32540000000000013,-0.09999999999999964,0,0,-0.32540000000000013,3.258385428882832,-1.075272452501963,0.6500220356714035,-0.19681317034394713,0.7444224575546967,2.5139629713281355,0.7427305359722293,-0.5479465764626212,-0.1771714450879605,6,0.8051995148287581,7.317131081936917,5.240805446543143,0.00832226966579519,0.006854036427792213,2.741614571116885,0.7416145711168851,100.6172224483924,4.611323440313177,0.32090065948456575,0,-0,-0.3756999786924632
2001 Q1,493575,443858,49687,294155,11036,95572,80656,-2886,348,485121,133421,125943,72.8,82.38980743769213,84.01049678762104,92.24875595778953,81.78287405215461,80.57581670721443,82.58978901594465,82.18153371210866,5.8555,5.0395,98.1356,63.3,5.1,0,0,0,47.753530166880616,NA,NA,78118,0.008278103709333351,0.007821286610614209,0.012332460254672384,0.0028256299865159207,6.344890310288065e-4,-5.119148285537278e-4,0.03299562253873667,0.03765067940951816,0.021127913761525008,-0.5479465764626212,0.00647898256392665,-0.0031609870528654938,0.15810279973189623,-1.3351333174864255,-0.14449999999999985,-0.3658999999999999,-0.10000000000000053,0,0,-0.22140000000000004,8.047286305850484,1.6522765647993154,0.7427305359722293,-0.22197145236421828,0.7301552239135672,7.317131081936917,0.42920605817680635,1.3642776403786527,-0.19681317034394713,6,0.6500220356714035,-0.8090314999098794,2.5139629713281355,0.0028256299865159207,-0.005479465764625708,-2.191786305850283,-4.1917863058502824,97.65954773913033,4.581487427649315,-2.65749385020921,0,-0,0.32090065948456575
2001 Q2,495602,445609,49962,296378,11266,93844,83881,5252,1026,493376,127853,126803,73.8,81.64961902664044,84.98778391095833,92.9545715475984,82.96652487516182,81.41658125263217,83.76371217408426,82.93654038325127,5.3648,5.1873,99.2273,62.9,5,0,0,0,48.52374839537868,NA,NA,90159,0.004098362249061793,0.003937194436504754,0.005519387010899379,0.0075288273493967495,0.020626684117482696,0.14335427423468694,-0.01824606094556458,-0.042628375921506034,0.006805277385277364,1.3642776403786527,0.009145115545182492,0.014369353662761597,-0.6339165443735695,1.6000341346440905,-0.49070000000000036,0.14779999999999927,-0.09999999999999964,0,0,0.6384999999999996,-0.09231056151461114,-4.94336533067834,0.42920605817680635,-0.25288471490975545,0.7167209383952683,-0.8090314999098794,0.18709115159309606,0,-0.22197145236421828,5.8555,0.7427305359722293,4.350191278671514,7.317131081936917,0.0075288273493967495,0.013642776403786479,5.457110561514591,3.4571105615145914,99.26317417753873,4.597774648063659,-1.0096843763881072,0,0,-2.65749385020921
2001 Q3,497938,447290,50614,300827,11436,96405,83716,3143,1095,496462,124645,124659,73.8,80.74876012469574,84.11908424576961,92.7935103148075,82.96652487516182,81.52358764932167,83.81381865034632,82.8471984973914,5.0547,5.1492000000000004,99.2594,62.1,5.1,0,0,0,48.65211810012837,NA,NA,87954,0.004702386022811922,0.0037652679328665783,0.012965501384771372,0.014899682040137918,0.014976933987544072,-0.02476082774098387,0.02692423830863966,-0.02541146960937546,-0.01705269150006039,0,-0.0010778125178259046,0,-1.2800174766962158,0.2642009462838768,-0.3100999999999994,-0.038099999999999135,0.09999999999999964,0,0,0.27200000000000024,5.0547,-0.8358778109315068,0.18709115159309606,-0.08965264958381985,0.7045087213284861,4.350191278671514,-0.24650903458659856,0.13540963477298718,-0.25288471490975545,5.3648,0.42920605817680635,2.995145570812076,-0.8090314999098794,0.014899682040137918,0,0,-2,99.402365180193,4.599175907948788,-0.8386060353176281,0,0,-1.0096843763881072
2001 Q4,499278,448189,51057,303055,11492,98194,80870,1167,617,496062,125115,123472,73.9,81.42100723617567,84.44484662021539,92.63074334187301,83.1514703162567,81.29428822784413,84.09656233782508,82.97255230674887,4.2305,4.7534,99.6313,61.5,5.2,0,0,0,48.26700898587933,NA,NA,82654,0.0026874835672909825,0.002007864622237676,0.008714437814141718,0.007378958503020172,0.004884866656977849,-0.06215073058580067,0.018387046206058244,0.0037636175111188663,-0.00956759981393418,0.13540963477298718,0.0015119288580365264,0.0022266764933736027,-0.9708814126960341,-0.794706169253212,-0.8242000000000003,-0.3958000000000004,0.10000000000000053,0,0,0.4283999999999999,3.6888614609080514,1.3331217325053046,-0.24650903458659856,0.067783104957167,0.6937158900959753,2.995145570812076,-0.6367933679906268,0,-0.08965264958381985,5.0547,0.18709115159309606,3.315606656743914,4.350191278671514,0.007378958503020172,0.0013540963477294517,0.5416385390917807,-1.4583614609082192,99.8461401294777,4.603630402424376,-0.3517240178185625,0,0,-0.8386060353176281
2002 Q1,500794,449084,51690,303450,11431,97996,80619,-331,893,499824,127552,127861,73.9,81.90626621751338,84.87919645280974,92.76697293449637,83.22544849269465,81.5847341617157,84.67994488287616,83.40947346647025,4,5.0511,100.1794,61.3,5.2,0,0,0,49.0372272143774,NA,NA,81181,0.0030317840339897373,0.0019949341991214453,0.012321683527298788,0.0013025450931056781,-0.005322178073402739,-0.017981990310264706,-0.002018452186385744,0.019290810228644872,0.034929326647027636,0,0.005252035633321661,8.892841848835431e-4,-0.32573318703068566,1.5831465216680662,-0.23050000000000015,0.29769999999999985,0,0,0,0.5282,4,-1.5638516418382764,-0.6367933679906268,0.11953694296275019,0.6843933432560858,3.315606656743914,-0.7967558003504948,0.8086297431357359,0.067783104957167,4.2305,-0.24650903458659856,0.08915465279823953,2.995145570812076,0.0013025450931056781,0,0,-2,99.9583758082424,4.604753857417802,-0.18832630516927826,0,0,-0.3517240178185625
2002 Q2,503433,451085,52336,304764,11536,99479,80307,3821,1155,503961,131298,132776,74.5,80.84018603951573,85.38593792416977,93.5954049984747,84.03920843351212,82.47135859142892,85.51743884325626,83.9854194187967,4,5.2047,99.2276,61.5,5.2,0,0,0,49.29396662387676,NA,NA,85283,0.005255795900410476,0.004445839161077103,0.012420131588079641,0.004320854318843104,0.009143617498953205,0.04929390839530967,0.015019905101834041,0.0289454243099474,0.03771976145614353,0.8086297431357359,0.0068813117903641086,0.009730284642576414,0.32573318703068566,0.5221943981152055,0,0.15359999999999996,0,0,0,0.15359999999999996,0.7654810274570565,-0.8774337146196132,-0.7967558003504948,0.16568089424188748,0.676326374658817,0.08915465279823953,-0.8900852507574787,0.13413818242016262,0.11953694296275019,4,-0.6367933679906268,2.7943852515025958,3.315606656743914,0.004320854318843104,0.00808629743135762,3.2345189725430483,1.2345189725430483,99.29115096960295,4.59805645297754,-0.7980356390273662,0,0,-0.18832630516927826
2002 Q3,506386,454422,51943,307772,11773,100956,84317,-3108,1076,505925,130397,131079,74.6,80.13694231249534,85.31354628540404,93.0768599948172,84.11318660995006,82.82295103769454,85.56396628549959,84.01755982166839,4,4.6291,100.4933,61.2,5.3,0,0,0,49.42233632862644,NA,NA,82285,0.0058485895344055905,0.00737048991696021,-0.007537507276772715,0.009821542505074277,0.020336193553465165,-0.03578630698784657,0.014738211743811291,-0.006885905807338943,-0.012863302945802957,0.13413818242016262,3.826170632104109e-4,8.798944694392574e-4,-0.4889985294192378,0.26007817000572864,0,-0.5755999999999997,0.09999999999999964,0,0,-0.5755999999999997,3.4634472703193495,0.5977397138464013,-0.8900852507574787,0.30621227801418544,0.669062018816754,2.7943852515025958,-0.9031865801287795,0.53476063265947,0.16568089424188748,4,-0.7967558003504948,1.1989043758600233,0.08915465279823953,0.009821542505074277,0.0013413818242013111,0.5365527296805245,-1.4634472703194756,100.60767908388704,4.611228587594256,0.5876647871095675,0,-0,-0.7980356390273662
2002 Q4,509728,457536,52167,310517,11878,100900,88245,1371,1062,514063,125085,130866,75,80.93804287608764,86.32702922812415,93.57040934483182,84.52006658035879,83.0828237153691,86.02566167391426,84.46327141347983,4,4.3847,100.9985,61.1,5.1,0,0,0,49.55070603337612,NA,NA,90678,0.006578025793963604,0.006829288416479784,0.004303147548785802,0.008879401171579815,0.008879175497609637,0.09712593876869313,-5.548509971138316e-4,-0.04159013688587976,-0.0016262959548445366,0.53476063265947,0.005290959550991126,0.004825629017823907,-0.16353233407304657,0.2594035177046816,0,-0.24440000000000062,-0.20000000000000018,0,0,-0.24440000000000062,1.8609574693621198,-3.996384093103522,-0.9031865801287795,0.1410248629403435,0.6620530935020965,1.1989043758600233,-0.7256863331751134,0,0.30621227801418544,4,-0.8900852507574787,3.1945002104288163,2.7943852515025958,0.008879401171579815,0.005347606326595277,2.139042530638111,0.13904253063811112,101.06641385848583,4.615777863696772,1.1195109458338637,0,-0,0.5876647871095675
2003 Q1,514031,460807,53215,312554,11881,101201,88754,-4730,869,512753,132320,132173,75,82.29091652599466,88.78834494615873,93.73632537649296,84.48307749213981,83.92358826078683,86.61262325298406,85.28108945294345,3.8492,3.9943,98.3904,62.1,5.2,0,0,0,49.935815147625156,NA,NA,84893,0.008406324808332144,0.007123730094136249,0.0198902004249657,0.006538603970893675,2.525358824811974e-4,-0.06592312983902815,0.0029787108679055763,0.05622972506832191,0.009937771634749737,0,0.009635953303606115,-4.3773255240431297e-4,1.6234122761883185,0.7741974153615327,-0.15079999999999982,-0.39039999999999964,0.10000000000000053,0,0,-0.2395999999999998,3.8492,4.6291953433572175,-0.7256863331751134,0.2698210350073088,0.654699789571184,3.1945002104288163,-0.45612196430432894,0.6644542718668767,0.1410248629403435,4,-0.9031865801287795,0.4457832712234535,1.1989043758600233,0.006538603970893675,0,0,-2,97.46971856250995,4.5795417509181515,-2.4191417603301626,0,-0,1.1195109458338637
2003 Q2,518802,465189,53598,316413,12021,103491,83391,1208,1118,519082,129359,131088,75.5,81.33285446824071,87.3043163514614,94.10515887985358,85.18587016830035,84.2293208227569,87.18884772999772,85.48150134155438,3.75,3.9011,95.8185,61.8,4.9,0,0,0,49.807445442875476,NA,NA,85717,0.00923873256441432,0.009464474382655297,0.007171442454749766,0.012271068032539745,0.011714634845967353,0.009659532349109767,0.022376014175279124,-0.022631746401282626,-0.008242817153062632,0.6644542718668767,0.0023472586085118152,0.008284329044784933,-0.4842624475787538,-0.25740039951731575,-0.09920000000000018,-0.09319999999999995,-0.2999999999999998,0,0,0.006000000000000227,1.0921829125324933,-1.4388929248219995,-0.45612196430432894,-0.007784960337316182,0.6463996413090398,0.4457832712234535,-0.06252400102724383,0.13236269305085813,0.2698210350073088,3.8492,-0.7256863331751134,2.360782836863839,3.1945002104288163,0.012271068032539745,0.006644542718668511,2.6578170874674045,0.6578170874674045,95.48711911489767,4.558991360011743,-4.382273511170526,0,0,-2.4191417603301626
